created_at;full_text_en;label;;;;;;;
17/08/2024;Dricus Du Plessis defends his middleweight title against former champion Israel Adesanya and a clash between flyweight contenders Kai Kara-France and Steve Erceg headline #UFC305 Saturday 10 ET on ESPN+ PPV https://t.co/aMLprb51ST https://t.co/Tkj37S5Z0i;n;;;;;;;
14/12/2023;The letters on the table: Israel does not want the solution of two states. He wants one of his from the river to the sea. With the land of Palestine but without its population.;c;;;;;;;
06/04/2025;@HajikNajm72118 @Hunter_Eagleman Regarding U.S. aid to Israel: Trump's first term (2017 2021) provided ~$14.4B mostly regular military aid. Biden s term (2021 2025) gave ~$33.1B including $15.2B regular and $17.9B emergency aid due to conflicts. Trump s c;n;;;;;;;
06/04/2025;@whataboutyas @RTTHshow There's a reason your posts get no likes and you have no followers. One day you'll realize what that reason is;n;;;;;;;
06/04/2025;@whataboutyas @RTTHshow @IfindRetards It's pretty accurate even he knows;n;;;;;;;
13/05/2024;Jonathan: Free free Palestine! Sumayyah: Over 40 000 Palestinians killed by Israel. Say what: Free free Palestine!;c;;;;;;;
06/04/2025;https://t.co/KI32omXSkp https://t.co/p7tx7IRiNG Gaza Rockets Strike Ashkelon Intercepted by Iron Dome. Approximately 10 rockets were launched from the Gaza Strip towards southern Israel targeting cities such as Ashkelon and Ashdod. The Israel Defense Forces reported that most;n;;;;;;;
12/05/2024;Demands from the Duke students flyer: We call on Duke to DISCLOSE its financial investments in Israel DIVEST from companies profiting from the occupation of Palestine BOYCOTT academic partnerships with Israeli universities and SPEAK in favor of an immediate ceasefire.;c;;;;;;;
07/10/2023;I am reading and talking to those who live in the region the Palestinians attacked Israel in a cowardly manner shot the elderly at the bus points entered homes and shot families hijacked elderly vilified corpses and are now advertising Barbarie that;c;;;;;;;
15/10/2023;War criminals. The Israeli army ordered 1 1 million Palestinians to leave their homes and then killed many of them while trying to follow that impossible order.;c;;;;;;;
06/04/2025;Israel found out these two. They did the right thing in banning them from their country. Sense prevails even though it s not in my own country! Furious row after Labour MPs denied entry to Israel https://t.co/bFrVPqpa5V;p;;;;;;;
17/08/2024;Drake is betting on Israel Adesanya to win at #UFC305 TONIGHT 10 ET on ESPN+ PPV https://t.co/GX1f0U2W9h https://t.co/Rp0pEzSirt;n;;;;;;;
06/04/2025;@Irish_Tinkers Tough call but if you re prioritizing a pro-Israel stance Labour s your best bet right now. They re in power with a clear support for Israel s defense led by Starmer. Conservatives are solid too historically pro-Israel but they re in opposi;n;;;;;;;
06/04/2025;LOW BLOW: Israel BOMBS Paramedics and Rescue Workers! https://t.co/csqXaMYjsz;n;;;;;;;
06/04/2025;@mishimakamikaze @bukumoneycash @RickyHale_ Yes the territory now called Israel was historically named Israel during the ancient Kingdom of Israel (1047 722 BCE) though its borders differed from today s. After its fall the region was called Judaea Palesti;n;;;;;;;
21/07/2024;@Sawsanchebli @zdf There is no state of Palestine. There is a guided population of the radical Islamic Hamas in the Gaza.;p;;;;;;;
06/04/2025;It is not. Israel has a law denying entry to people who call publically for its destruction and boycott . Sovereign countries are free to decide who they allow in.;p;;;;;;;
06/04/2025;@Doylech @BBCNews They lied as they usually do. Is anyone surprised?;n;;;;;;;
26/05/2024;@Partisangirl Friendly reminder that just like the tooth fairy there is no such thing as Palestine. Never has been and never will be.;n;;;;;;;
06/04/2025;The Greatest Movie Trivia (601): The bulk of the picture was shot in Israel and director Samuel Fuller remarked that it was unsettling after a scene was shot when the German soldiers and SS troops would take off their helmets and Fuller would see them wearing yarmulkes. https://t.co/kWFq4qqUOx;n;;;;;;;
24/08/2024;@sukajualanehe Exactly. His supporters (which transformed into PraGib supporters during the presidential campaign) even slammed Ganjar's refusal of World Cup U-21 that would feature Israel. Disgusting.;n;;;;;;;
26/12/2024;@BearGrylls The term Palestine refers to the plan by the Arab-Muslim world to establish an apartheid Arab-state in the Holy land where Jews won t be allowed to exist. When you recognize Palestine as a state you actually support the ethnic cleaning of Jews;p;;;;;;;
23/11/2023;Zionist counter;n;;;;;;;
06/04/2025;Nothing scares Israel more than the camera and the truth. Since the ceasefire they ramped up their targeting of journalists and today the targeting of a tent where journalists gather near the Nasser Hospital.;c;;;;;;;
06/04/2025;Russia attacking #Ukraine from the Black Sea in defiance of the maritime ceasefire Trump claims to have brokered. #HamasISIS launching rockets into #Israel after refusing to release the hostages during a Trump-brokered ceasefire. The Khomeinist regime in #Iran and;n;;;;;;;
08/08/2024;Israel torture and kills the Palestinian prisoners Israel kills the Palestinian children Israel Bombarda Hospitals Schools and Universities and humanitarian offices Israel wants the extinction of the Palestinians #israel is a #terrorist state who supports them is an accomplice #sionismonovonazismismo;c;;;;;;;
04/01/2024;Israel practicing a genocide in Palestine since October and the Daesh revives in the area attacking Iran. No one expected less from Mosad.;c;;;;;;;
03/02/2024;@hahussain 'Palestine' is from the Hebrew root פלש (Palash) which means 'invader'. Also I'm pretty sure there's no 'P' in Arabic which makes it even weirder.;p;;;;;;;
06/04/2025;What now @Keir_Starmer. Or will you be issuing your standard 'we're waiting on the result of the investigation being carried out by Israel'. I hope and pray you end up at the Hague as a co-conspiritor... https://t.co/jwHp409qbu;p;;;;;;;
20/11/2023;@DrEliDavid let me add that In Arabic there is indeed no direct equivalent to the letter P. The name Palestine in Arabic is written as فلسطين (Filastin) using the Arabic letter ف (Fa) to approximate the P sound.;p;;;;;;;
08/11/2024;@Davidparenzo @poliziadistato but you are silently mute. The only two -state solution is with Palestine 1 and Palestine 2. We do not joke a genocidal messianic regime must not exist. Israelis as people must learn equality and respect for human life (those;c;;;;;;;
31/03/2024;@Muslimnogo There is no + there was never a land of Palestine. There is a geogr. Palestine area lived in by Jews +Arabs. According to the UN, this should be shared into two states, which the Arabs did not want. They formed an Israel. Result: sentence 1.;p;;;;;;;
06/04/2025;@whataboutyas @RTTHshow Besides it's been downloaded even by Israeli media outlets and reported on.. if it was malicious you don't think someone would have mentioned something?;n;;;;;;;
20/11/2023;@Israel Palestine has the support of the world behind it it shall never crumble;c;;;;;;;
06/04/2025;@NathanialVarga4 @IngeRuth2 @Staplerfahrermo No source? Just some blurry images? The last one is a civil defense uniform lol;n;;;;;;;
14/11/2023;@estoico_tattoo I understand your irony but it's just that irony. Your passport would not register an income to Palestine if you travel to Israel. Empling that it is as frustrating (for you) as true.;n;;;;;;;
16/05/2024;@Resist_05 It was called Palestine for 2 000 years as it is a Roman term. Not a state of Palestine. That has never existed. you don't even have the letter P in the Arabic language. Jews were called Palestinians before 1948. Palestine Post newspaper - Jewi;p;;;;;;;
15/11/2023;@Israelinspanish not in response Israel is determined to end all the Palestinians and occupy their territory to finally fulfill the Zionist dream from the river to the sea better tell it well;c;;;;;;;
07/10/2023;@Polystirene_ by supporting the Palestinian terrorists instrumentalized by corrupt extremist parties such as Hamas and Hezbollah you actually rush the pure and simple disappearance of the Palestinian nation.;p;;;;;;;
28/05/2024;ALL EYES ON RAFAH https://t.co/aKOkyzEy25;c;;;;;;;
06/04/2025;Forget Rafah or Khan Younis or Gaza City. Those places are terrorist bases and nothing more. But why are there NO eyes on the Christians being systematically slaughtered by Islamists every day? Nobody seems to even care about the victims of Islam. I wonder why that is? https://t.co/F9wVVBxmlk;p;;;;;;;
06/04/2025;Rafah existed for over 3 300 years. It was wiped off the map by a settler-colony that has existed for just 77 years.;c;;;;;;;
01/06/2024;REVOLT FOR RAFAH Join Palestinian students supported by the wider community at Columbia at a the new Gaza Solidarity Encampment. We are outraged by Columbia s complicity in the killing of our people in Gaza and most recently the massacre in Rafah. We are equally outraged https://t.co/CtagSRTKeK;c;;;;;;;
29/05/2024;Pagi guys ayo tetep naikin ht ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #.. RafahUnderAttack‌ #.. GazaGenocide‌ #.. AllEyesOnRaffah https://t.co/sGmDH33OcK;n;;;;;;;
26/05/2024;ALL EYES ON RAFAH https://t.co/P0JmZwoE8z;c;;;;;;;
28/05/2024;all out for Rafah https://t.co/WRLla8ShU7;c;;;;;;;
06/04/2025;An Israeli tank platoon lined up outside a school in Rafah which once sheltered displaced Palestinian families and unleashed a barrage of shells and indiscriminate gunfire on the building ensuring civilians could no longer seek refuge there. https://t.co/btrf8FXjE7;n;;;;;;;
27/05/2024;Milan Italy University of Milan blocked by Palestinian encampment for Rafah today https://t.co/3zyInpVNkZ;n;;;;;;;
28/05/2024;Selamat pagi ayoo terus naikan ht ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #. RafahUnderAttack‌ #. GazaGenocide‌ #. AllEyesOnRaffah https://t.co/Uvy3KUhTES;n;;;;;;;
06/04/2025;Forgive me mum. I swear I only accepted this path to help people. O Lord accept my repentance. These were the final words of Palestinian paramedic Refaat Radwan before he was executed by Israeli forces in Rafah along with 14 colleagues. #Gaza https://t.co/kwRhiaqycQ;c;;;;;;;
06/04/2025;Rafah still exists;c;;;;;;;
06/04/2025;i need a rap verse pLEASE;n;;;;;;;
06/04/2025;Released footage from the Israeli army documents the detonation of Palestinian homes with voices of jubilation clearly heard in the background north of Rafah in southern Gaza. Israel is a rogue colonial occupying terrorist genocidal state. https://t.co/aFVPBdFbjH;n;;;;;;;
06/04/2025;Rafah has been wiped off the map no homes no trees no life left You once said All eyes on Rafah. Now will you look away? https://t.co/k3aftcNTyC;n;;;;;;;
06/04/2025;Rifaat Radwan was a Palestinian paramedic working for the Palestinian Red Crescent Society (PRCS) @palestinercs. On March 23 2025 while responding to an airstrike in the Tel al-Sultan neighborhood of #Rafah in southern #Gaza he was killed along with 14 other rescuers by https://t.co/YB8YfLkfFN;n;;;;;;;
11/05/2024;Hiroshima In an act of anti-imperial solidarity heard round the world students and workers in Hiroshima marched in opposition to the zionist invasion of Rafah today. https://t.co/PK5ahlVh45;n;;;;;;;
06/04/2025;No Rafah anymore!;p;;;;;;;
06/04/2025;After Israel violated the Peace Treaty in May 2024 Egypt decided to deploy hundreds of tanks APCs anti-aircraft systems and artillery into Sinai particularly in the Egyptian City of Rafah which is located within Zone C as outlined in the treaty's security annex. https://t.co/yqumXXaFNk;n;;;;;;;
06/05/2024;the Student Intifada has swept the UK ALL OUT FOR RAFAH! ALL OUT FOR DIVESTMENT! https://t.co/mqqI8GZnaC;n;;;;;;;
06/04/2025;A fine line separates being and nothingness. Rafah was. It is no more. Being fades before annihilation. Israel justifies its genocide through the defense of being of abstraction. The politics of bearing witness must begin with living. Palestinians live. Their lives are precious.;c;;;;;;;
06/04/2025;Spokesperson for the Palestine Red Crescent Society says PRCS is calling for an independent international investigation to ensure justice for the 15 rescue workers executed by Israel in Rafah on March 23. The assault on was not an isolated incident it is part of a systematic https://t.co/HmA7Akl4Ms;n;;;;;;;
06/04/2025;Queues of food and aid trucks abandoned on the Egyptian side of Rafah. Israel has imposed a total blockade on Gaza for over a month. https://t.co/zrFKN616oq;c;;;;;;;
06/04/2025;Preliminary OSINT Summary: Medical Convoy under IDF fire in Tal al-Sultan Rafah March 23 2025 This thread provides a detailed overview of the incident involving the PRCS and Civil Defense convoy in Rafah. It examines the available evidence outlines conflicting narratives https://t.co/lSnwFY3tdu;n;;;;;;;
06/04/2025;The Rafah city and governorate don t exist anymore. Rafah has been completely erased and destroyed. Israel destroyed over 90% of homes and leveled more than 20 000 buildings and over 50 000 housing units. It wiped out 22 of 24 water wells and disabled most of the water https://t.co/kvgUVIoCUB;c;;;;;;;
07/05/2024;ALL OUT FOR RAFAHThe people of Gaza already displaced and forced into Rafah are being backed into a corner. There has never been a more critical time to throw pure right against the war machine. All out for Rafah escalate the Student Intifada 🇵🇸 https://t.co/Umlg3rpbKG;c;;;;;;;
06/04/2025;Egypt a country that receives $1.3 billion in aid annually from the US has shut down the Rafah-Gaza border crossing with concrete walls. With this Egypt is placing Gaza under a complete blockade. Not with our tax dollars. https://t.co/GDbAL2AJKN;p;;;;;;;
06/04/2025;The Israeli military provided new details that changed its initial account of killing 15 emergency workers near the city of Rafah last month but said investigators were still examining the evidence https://t.co/2KNteUEHzF https://t.co/jOtolpLf4y;n;;;;;;;
19/03/2025;@Michaelzioo1 Wait. So you are telling me that you don't know Israel controls what comes in and out from Rafah? It's literally on the Wikipedia page. If you don't know something this basic how are you so sure about your position? https://t.co/kuhryS8Ob9;p;;;;;;;
18/05/2024;University of Copenhagen Denmark Images from Rafah Garden at the University of Copenhagen where a coalition of students across Denmark have established an encampment to protest the genocide in Gaza and raise their demands of disclosure divestment and the academic boycott https://t.co/YyNAQZajOC;n;;;;;;;
06/04/2025;Satellite images from Egypt shows deployed hundreds of tanks APCs anti-aircraft systems and artillery in Sinai particularly in the Egyptian city of Rafah located within Zone C of the 1979 Egypt-Israel Peace Treaty s security annex The build up is as a result of alleged Camp https://t.co/ikZSsLfySM;n;;;;;;;
11/05/2024;Unceded territory of the xʷməθkʷəy̓əm (Musqueam) First Nation Students at the University of British Columbia have taken over the UBC bookstore in memory of the martyr Sidraa Hassouna ALL OUT FOR SINDRA. ALL OUT FOR RAFAH ALL OUT FOR DIVESTMENT. https://t.co/ChYkuA5Mbg;n;;;;;;;
30/05/2024;Guys look at Mom, you can't use all eyes on Rafah, so discreenshot btw don't stop talking about Palest1ne! https://t.co/ACS56BMBTX;c;;;;;;;
06/04/2025;Strategic Analysis of Egyptian Tank Buildup on Rafah-Gaza Border Satellite imagery reveals a significant Egyptian tank deployment including M-60 and early Abrams models along the Rafah-Gaza border indicating a heightened military presence. The buildup follows a pattern of;n;;;;;;;
30/05/2024;guys mending kalian semua banjirin instagram nya pake ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH https://t.co/H6jHFTh8fH;c;;;;;;;
06/04/2025;Destruction of #Hamas infrastructure last night in #Rafah by Givati https://t.co/r0Gu510JSH;p;;;;;;;
06/05/2024;Rhode Island School of Design Students at RISD are occupying Provwash Building in solidarity with the cause of Palestinian liberation. Solidarity comrades! ALL OUT FOR RAFAH https://t.co/ccXr4vQR6u;n;;;;;;;
06/04/2025;Protest Program by Jatiyatabadi Chhatra Dal Against Israel s Brutal Genocide in Gaza and Rafah Expressing solidarity with the martyrs and the injured in Palestine and supporting the global campaign The World Stops for Gaza on April 7 2025. April 8 2025 at 10:30 AM https://t.co/Rae8HRFZjK;c;;;;;;;
26/04/2024;Messages of support and strength from Rafah to the student movement ️ this is who we fight for https://t.co/CwkqnpP4Xi;n;;;;;;;
13/02/2024;all eyes on Rafah https://t.co/zKuFhTjgK1;n;;;;;;;
06/04/2025;also what eef sg next incognito shooting location;n;;;;;;;
04/05/2024;Gaza is the compass of our struggle and Rafah is the North Star of the Student Movement. All that we do on campus we do for the people of Palestine. We will not stop until full divestment! We will not stop until Palestine is free! https://t.co/i7RdEVxQnm;c;;;;;;;
10/03/2024;ALL EYES ON RAFAH Last month Israel threatened a ground invasion of Rafah by Ramadan. This week Netanyahu renewed his vow to invade Rafah. Ramadan is quickly approaching and a ground invasion of Rafah is LOOMING. WE MUST ESCALATE PRESSURE. https://t.co/3dRMbkB73Y;c;;;;;;;
06/04/2025;@RickyHale_ Historically incorrect. But maybe just maybe the Arabs occupation of Rafah shouldn t have started a war on Oct 7. Now they reap what they have sown.;p;;;;;;;
01/11/2023;Ambulances arrive in Egypt from Gaza as Rafah crossing opens to civilians for first time since war started https://t.co/EcScOH3yki;n;;;;;;;
06/04/2025;1/2 Press Release No. (784) Issued by the Government Media Office: Rafah Governorate... The City Wiped Off the Map by the Israeli Occupation Turning It into a Full-Fledged Humanitarian Disaster* In one of the most horrific forms of genocide and ethnic cleansing known;n;;;;;;;
09/05/2024;be fearless for Rafah;c;;;;;;;
06/04/2025;Israeli military forces are destroying every single house in #Rafah south of Gaza strip. https://t.co/jTzivh9YxD;n;;;;;;;
06/04/2025;Fact: Rafah is older than Israel. https://t.co/OvmqmH5kZP;n;;;;;;;
06/04/2025;@LBC Just like the mistake of burning people alive in Rafah. The mistake of slaughtering 7 international aid workers from World Central Kitchen. The mistake of gunning down starving civilians sprinting toward food at aid trucks. The mistake of executing t;c;;;;;;;
06/05/2024;ALL OUT FOR RAFAH;c';;;;;;;
06/11/2024;@eGeert @SendDopaminePls @Olias62930648 @abierkhatib No israel controls the Egypt Rafah crossing too. Why?;n;;;;;;;
05/03/2025;@YBpita @WardRaptors991 @Patpadraig @itamar_green You insult me because I pointed out that you don't know Israel controls imports from Rafah.;c;;;;;;;
02/04/2025;@peedoffaussie @StruanCumming @elderofziyon @Helyeh_Doutaghi Israel controls all imports and who passes the rafah border as part of the 2007 deal. If you even bothered to spend 2 mins reading the rafah wiki your know that. What else don't you know?;c;;;;;;;
14/02/2025;@asdfghhjknb @DeaugustineRock @EsmondChrist_ @DanBurmawy If you just googled the Rafah border crossing you'd know that Israel has control over what goes in and out;c;;;;;;;
19/03/2025;@Michaelzioo1 You clearly have never been to the Rafah border before. I have. Israel controls it;c;;;;;;;
06/04/2025;We urgently appeal to the international community United Nations agencies and all humanitarian organizations to assume their legal and moral responsibilities. We also demand immediate action to: Pressure the occupying army to withdraw from Rafah Governorate to enable the;c;;;;;;;
06/04/2025;10 months ago Keir Starmer said the Rafah offensive should not take place . Israel has destroyed Rafah and not only did Starmers government take no action against the Israeli regime they have continued supporting arming and assisting it. https://t.co/zTfng5xP2r;c;;;;;;;
06/04/2025;There was once a city called #Rafah This is not a war This is Genocide #GazaGenocide https://t.co/6UMsnSCLhA;c;;;;;;;
06/04/2025;NEW | The Government Media Office in Gaza has issued a damning statement declaring Rafah has been wiped off the map by a campaign of genocide and ethnic cleansing carried out by the Israeli military. The press release describes Rafah as a full-fledged humanitarian disaster;n;;;;;;;
06/04/2025;Israeli occupation bulldozers are destroying every single house in Rafah South of Gaza Strip https://t.co/P9oOYBlhM7;n;;;;;;;
06/04/2025;Rafah used to be a red line.;n;;;;;;;
06/04/2025;Me watching jews shoot medics in Rafah https://t.co/fZ9u4DHTA5;n;;;;;;;
11/03/2025;@ChrisDr55269105 @georgegalloway What wall? Google 'the blockade of Gaza' and educate yourself. It's crazy that you think Egypt controls the Rafah crossing when Israel is the one who approves imports and exports from Rafah. How do you not know that?;c;;;;;;;
05/03/2025;@YBpita @WardRaptors991 @Patpadraig @itamar_green Because if you even knew the basics of the situation you'd know that the Rafah crossing is controlled by Israel not Egypt as part of the 2008 deal.;c;;;;;;;
24/03/2025;@newbitkaoz @SdOldschool @mehdirhasan Strange that you don't know rafah is controlled by Israel as part of the 2007 deal. It's literally on the Wikipedia page first paragraph. What else do you not know?;c;;;;;;;
30/12/2024;Omar Rashid an incoming first-year student at Dartmouth remains trapped in Gaza due to the closure of the Rafah crossing. Call on @dartmouth to secure his safe arrival in Hanover NH by signing the petition. Sign now: https://t.co/v8dO2IKHCm GoFundMe: https://t.co/YC2yhBLYA2 https://t.co/P0p8SE3glV;n;;;;;;;
06/04/2025;3300 years of history that is how long Rafah existed before the occupier wiped it from the earth @Pontifex @EcuPatriarch @ACHSWashDC @ArchbishopThabo @lutheranworld @MethodistGB @GreekOrthodoxTV @RussianOrthodo2;n;;;;;;;
06/04/2025;My grandmother was born in Rafah her sister worked in Al-Shifa Hospital their health has been going downhill since the ground invasion of Gaza I can't quite imagine how that feels for them Al-Shifa now is little more than a charred building and a mass grave all of Gaza is.;c;;;;;;;
06/05/2024;NYC URGENT CALL FOR MOBILIZATION: CITYWIDE DAY OF RAGE IN DEFENSE OF RAFAH 🇵🇸Take to the streets to resist the invasion! ️Monday May 6th Hunter College: 68th St. &amp;c;;;;;;;
06/05/2024;THERE CAN BE NO BUSINESS AS USUAL WITH RAFAH UNDER ATTACK;p;;;;;;;
06/04/2025;Soldiers from the Golani reconnaissance battalion followed the orders and in Rafah they even spray-painted on the walls of a Palestinian home: 'Your wh*** mother's *** we will tear Gaza to pieces! https://t.co/li1q7T97uJ;n;;;;;;;
19/03/2025;@yur10 You are lying Israel controls who goes through the Rafah crossing and there is no right of return.;c;;;;;;;
23/10/2024;@JustinPowe60808 @green_isab98444 @Keir_Starmer @AngelaRayner You think Egypt controls the Rafah crossing? Google it. You'll see that Israel controls it as part of a deal in 2006. Besides why should Egypt take refugees? Why not just let them live outside ;c;;;;;;;
30/05/2024;ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #. RafahUnderAttack‌ #. GazaGenocide‌ #. AllEyesOnRaffah;c;;;;;;;
06/04/2025;Eyes on Rafah must have meant watch us assault and annihilate this place and it's people;p;;;;;;;
06/04/2025;1/3 - New forced displacement order issued 20 min ago targeting genocide survivors in southern neighborhoods of Deir al-Balah. The IDF ordered families to immediately abandon their shelter &amp;n;;;;;;;
08/05/2024;We need to be willing to risk everything for Rafah;c;;;;;;;
30/05/2024;ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #..RafahUnderAttack‌ (cont..);c;;;;;;;
06/04/2025;Video forces Israel to change story on execution of Palestinian emergency workers in Rafah https://t.co/O5OP1NypZF;n;;;;;;;
06/04/2025;@bukumoneycash @RickyHale_ No Israel hasn t been around longer than Rafah. Rafah s history goes back over 3 300 years to around 1300 BCE while modern Israel was founded in 1948 making it 77 years old. As for the hostages taken by Hamas in October 2023 not;c;;;;;;;
27/05/2024;PHILLY ALL OUT FOR RAFAH;n;;;;;;;
24/05/2024;UN's top court orders halt to Israel's military operations in Rafah citing immense risk to Palestinian population https://t.co/He3tmj3F16;n;;;;;;;
06/04/2025;motaz_azaiza: Israeli occupation bulldozers are destroying every single house in Rafah south of Gaza strip. #AnatomyofGenocide #UNSeatIsrael #NoFlyZone4Israel #ICJ_Breach #BDS #ICC4Israel #RegimeChange4Israel #SanctionIsrael #AirBlockade4Israel #GazaGenocide #StopArmingIsrael https://t.co/aF8yK0kvLJ;n;;;;;;;
06/04/2025;Israel is annexing Rafah.;n;;;;;;;
08/05/2024;US reveals it paused shipment of bombs for Israel over concerns it was going ahead with major Rafah ground operation https://t.co/XgCBfZodMP;n;;;;;;;
06/04/2025;️🇮🇱️‍ - The Israeli military updated its account of the March 23 killing of 15 emergency workers near Rafah in southern Gaza. Initially it claimed soldiers fired on unmarked vehicles approaching suspiciously in the dark killing nine militants. However video evidence from https://t.co/Rs8Jbj5Wfk;n;;;;;;;
06/04/2025;Speaker #3 Saif Alarja @saifalarja91 5 family members martyred Live in Rafah Gaza with wife and their beautiful two-year-old daughter a miracle they waited ten long years for. She was just seven months old when war broke out. Want help with rebuilding food and security.;n;;;;;;;
06/04/2025;#BREAKING Israeli military forces are destroying every single house in #Rafah south of Gaza strip. https://t.co/8X6AN674ue;n;;;;;;;
06/04/2025;Israeli forces shot dead 15 paramedics and first responders near the southern Gazan city of Rafah in the early hours of March 23 before burying their bodies in a shallow grave where the crushed remains of their vehicles were also found. https://t.co/wTmFPm0v44 via @helkaroui;n;;;;;;;
12/02/2024;Israeli military says two hostages rescued in Rafah as heavy strikes reported in southern Gazan city https://t.co/YN1bQxEZJ9;n;;;;;;;
06/04/2025;@israelnewspulse @RickyHale_ Hey @RickyHale_ your post has some issues. Rafah s over 3 300 years old true but it hasn t been wiped off the map. It s damaged from recent conflicts yet still stands with people living there. Calling Israel a settler-colony i;c;;;;;;;
06/04/2025;Deir al-Balah is one of the least destroyed cities in Gaza and home to a massive percentage of the displaced population. I fear their intent is to raise it like Rafah. @SenatorWarnock @ossoff this is what you voted to continue when you voted no on the arms embargo last week.;c;;;;;;;
02/04/2025;@peedoffaussie @StruanCumming @elderofziyon @Helyeh_Doutaghi Yes Israel control the rafah crossing. Google it. Idiot;c;;;;;;;
06/04/2025;What does it take to bury a child beneath rubble and still call it justice? Her name was Alia. She was 6. She died in Rafah crushed under her home while holding her baby brother. Since October 2023 over 58 000 Palestinians have been confirmed killed. But when you include the;c;;;;;;;
03/11/2023;Scotland's First Minister Humza Yousaf says wife's parents have left Gaza through Rafah crossing after four weeks of living nightmare Follow live updates on the BBC website https://t.co/tk4GyqtKU9;n;;;;;;;
02/04/2025;@StruanCumming @peedoffaussie @elderofziyon @Helyeh_Doutaghi Isn't it funny that the moment I corrected him about the rafah border he switched to some nonsense about muslins? He's either a bot or very low IQ individual;n;;;;;;;
21/10/2023;Rafah border crossing opens allowing first aid trucks to enter Gaza since Israel-Hamas war erupted Follow the latest developments on the BBC website: https://t.co/OmZAOaDD6x;n;;;;;;;
06/04/2025;Israel has wiped the city of Rafah off the map. Over 3 000 yrs. old first recorded mention of it was in 1 303 BCE. Rafah had a population of 171 889 and as recently as February 2025 1.4 million Palestinians were sheltering there. The world does nothing. https://t.co/AhUTPIFSPl https://t.co/LWYlHkLO64;c;;;;;;;
06/04/2025;Will anyone face justice for the Rafah ambulance convoy attack? https://t.co/DWkjHV2ft2;c;;;;;;;
06/04/2025;#BREAKING Egypt closed the Rafah crossing gate on the Egyptian side of Gaza Strip with a long concrete wall https://t.co/YzdhaI8aXN;n;;;;;;;
06/04/2025;Palestine Red Crescent Society calls for independent international investigation to ensure justice for 15 rescue workers Israel executed in Rafah March 23. The assault was not an isolated incident-it's part of a systematic targeting of PRCS workers in Gaza https://t.co/SpYk1IQiMs;n;;;;;;;
06/04/2025;Footage shows queues of food and aid trucks abandoned on the Egyptian side of Rafah. Follow Press TV on Telegram: https://t.co/v6VYZYiuxb https://t.co/qVLTMisUDo;n;;;;;;;
06/04/2025;The 'red line around Rafah' will go down in history as one of tge great deceptions and crimes of the century. All I know is that while what it was is lost it will stand again.;c;;;;;;;
06/04/2025;Rafah has fallen northern Gaza lies in ruins and the world has grown numb to the cries. What was once vibrant is now shattered and yet the silence of the world is deafening.;c;;;;;;;
06/04/2025;The Egyptian army is currently closing the gates of the Rafah crossing on the Egyptian side with a long concrete wall. ?????????????;n;;;;;;;
09/05/2024;Jawa Barat Indonesia 🇮🇩 The amazing students of Unpad SJP hosted a rally today in support of Rafah ️‍ All out for Rafah!;n;;;;;;;
06/04/2025;Egypt reportedly decided to close off the Rafah crossing using a concrete wall. This is the right decision for Egyptian national security. No one goes into Egypt from Gaza or vice versa.;n;;;;;;;
06/04/2025;Journalists: this is a substantial change. Israel just claimed Rafah as part of its buffer zone. Please compare the buffer zone (white) to this displacement order from 31 March. https://t.co/6q0uq9mWMv;c;;;;;;;
06/04/2025;Rafah 'wiped off the map' by Israel's ethnic cleansing campaign https://t.co/EEFW6l7hCC;c;;;;;;;
02/04/2025;@rego60733 @SDD1962real @Omar8Quinones How? Anything that passes through the rafah border is approved by Israel since 2007.;c;;;;;;;
06/04/2025;After wiping Rafah they now seek to mirror that in Deir al-Balah.;c;;;;;;;
06/04/2025;Israel changes story on Rafah medic killings says 'will probe' https://t.co/MzAh6JZzNG;c;;;;;;;
06/04/2025;Is Deir al-Balah about to look like Rafah? Some will say absurdly and hatefully that Hamas is to blame. Please spare me. #Israel is going to do this throughout #Gaza whether #Palestinians fight back or not. The last 18 months (and 77 years) have made that abundantly clear.;c;;;;;;;
06/04/2025;Video shows Israel killing medics in uniform with lights on (a clear war crime) and yet the Western media cannot bring itself to say what is clear as day. After this no one should ever take what Israel has to say at face value. Where is Canada s response? https://t.co/S86zhITVsA;n;;;;;;;
06/04/2025;Remember when invading Rafah was Biden s red line ?;n;;;;;;;
