created_at;full_text_en;label
08/10/2024;The pro genocides don't have any argument to justify why they do support genocide instead of humanity &amp;c
04/04/2025;@vishalsingh_oo1 @argfootball2025 Muslims in India don't support the genocide though generally speaking;c
06/04/2025;In the near future it shouldn't surprise anyone if States take actions against people like this. Sowing discord and promoting the genocide of my people while having a massive online following? That's a national security threat;c
13/03/2025;As we watch students across Turtle Island mobilize in response to Mahmoud's illegal detention we are reminded of what Mahmoud was detained for organizing against the genocide his people and for the liberation of his homeland.;c
06/04/2025;Stop Genocide stop killing of innocent people of Palistine Oic wakes up when you wake up when they attack you Be a Responsible Muslim a good Muslim. https://t.co/s5CrjtJTWy;c
03/04/2025;@hasanthehun @GregCasar All noise to distract from the genocide they are committing.;c
04/04/2025;@HimuraKhalid Very true. Don't you think he will have more mercy for those that take action to stop the genocide as opposed to those who could have done something but did not?;c
28/10/2023;This is not a war it is a crime against humanity this is genocide. We are the voice of Palestine now. Pray for them now FREE PALESTINE!! 🇵🇸🇵🇸🇵🇸 #.FreePalestine #.CeasefireNOW;c
06/04/2025;Criminal attack;c
06/04/2025;Because I vehemently oppose genocide apparently I am anti-Semitic and an extremist. It sounds crazy because it is crazy. #IsraelTerroristState;c
06/04/2025;They even work with Israel. It's just being useless to stop genocide it's being complicit in the murder and torture of Palestinians. Shame. Shame on them. Shame on those who follow them. Would you follow evil murderers &amp;c
06/04/2025;Just look at the devastation that #RussianBarbarians have done in #Ukraine.. How long will leaders of the world allow this #genocide to continue? #PutinIsAWarCriminal... #MagaAreMorons....;c
06/04/2025;Not true at the protest I was at there was a sea of Free Palestine flags keffiyehs and just about each speaker mentioned the genocide.;c
04/04/2025;@Kate_RMN @MedicalAidPal @TheBMA A Zionist organizations cancelling someone is nothing new. Be wary of those who pay memberships to these groups who cover for genocide;c
06/04/2025;it s so crazy to be #5 in happiness while also committing a genocide 20 miles away;c
06/04/2025;@dragonball1488 @gghamari Israel s inclusion as a terrorist group is unconventional as it s a state not a non-state actor like those I listed. The genocide debate in Gaza is polarizing some like Amnesty see evidence;c
06/04/2025;Oh JFC Russell ReBrand you are fucking embarrassing The only reason this is EXTRAORDINARY is because it s absolute Joseph Goebbels Machiavelli-level propaganda. The US is actively jailing disappearing and deporting people who speak up against a USRAEL genocide and he s https://t.co/Qvfkxb771C;c
06/04/2025;Nothing like NOTHING provokes me more than Zionists thinking they ate after saying free Palestine form Hamas;c
06/04/2025;Moral of the story: israel is Reducing the number of children in Gaza with the aim of preventing them from joining the resistance in the future . This is why they bomb them every day and we haven't seen any hamas fighter been killed in battles . open your eyes world. Its planned;c
05/04/2025;@AdjunctAgent @caseysplaice @Israel @IDF @IsraeliPM @IsraelWarRoom @israelpolice But Israel specially kills Palestinians not Hamas. Ages 0-9 to be exact https://t.co/YIhEuqKEwL;c
06/04/2025;@ColAndersmit @Ahmed_hassan_za A point well taken and believe it or not I agree with you on THAT point. Instead of targeting HAMAS Israel went indiscriminate - just flattened everything. THAT is where they went terribly wrong and THAT got them hated world;c
06/04/2025;@FareedZakaria @barak_ehud Palestinians are being ruthlessly Crucified because of HAMAS. But Palestinians are not HAMAS. There are millions of Innocent Palestinians who are not even interested in these Stupid Politics of War between Israelis and Hamas. Wh;c
06/04/2025;I bet IDF killed him. there are no hamas left in gaza... its just IDF and civilians.. mostly kids. or he was killed being Israels explosive removal teams.. cause they dont do that.. tRump gave them our guys for that task.;c
07/05/2024;Despite reports that Hamas is willing to accept a ceasefire deal the zionist entity presses forward with its blood-soaked plot. Make no mistake: in their eyes this is the final solution to the Palestine question. The zionist entity aims to wipe Gaza off the face of the earth.;c
06/04/2025;BREAKING: Hamas have been firing Rockits at Isralei Gaza just fired 10 rockets towards Israel with one intention only to kill as many Israeli civilians as they possibly can. It's been 548 days and Gaza still has rockets. Read that again;c
06/04/2025;Have @MarkJCarney and the @liberal_party been bought off by Islamist Extremists Hamas Supporters and Radical Islamic Jihadists in Canada? It is HIGHLY SUSPICIOUS that the Federal Government are permitting these throngs to destroy Jewish businesses and property shill AGAINST;c
30/07/2024;A little girl her once beautiful face disfigured by skin disease ravaging children due to pollution and the lack of medicines that the Israeli occupation prevents from entering Gaza. https://t.co/fylGdXG5KH;c
30/05/2024;What is All eyes on #Rafah 🇵🇸 mean? Rafah is in crisis. After 236 days of suffering Palestinians were forced to flee their homes for makeshift tents in Rafah promised as a 'safe zone' by Israel but even there they face brutal attacks. https://t.co/MpgfS4PMxp;c
29/11/2023;A recently launched app helps people identify products from Israel allowing them to make informed choices and avoid supporting genocide. https://t.co/56yNyjoRss;c
06/04/2025;Fuck Israel !!;c
06/04/2025;Baby Killers @Israel #GazaHolocaust;c
06/04/2025;Fuck Israel ...;c
01/11/2023;Israel has no regard whatsoever with the lives of the native Palestinian population on whose land land they occupy. #Jabalia #Gaza https://t.co/iQawirsPWn;c
15/11/2023;In Hebrew it says philisteenah. That is Palestine.;c
01/08/2024;Israel-Palestine: No sovereignty No two state solution... https://t.co/f1GsMmZbHL;c
11/01/2024;Palest. in #Gaza are entitled to exist. To situate the rights to exist.What is happ. in Gaza entails a destructive act by an occup. Pwr that has subjected the Palest. ppl for violations of self determination for 1/2 a cent. Israel for years has regarded itself as above the law https://t.co/WZdHpIfMDV;c
09/01/2024;Israel will be destroyed Jerusalem and Gaza will be free. ⭕ This is the promise of Allah. You don't have a doubt. ⭕ Keep our feet and heart intact. https://t.co/jvb08ahwns;c
02/01/2025;According to 1zrae1i officials they will not rest until they do to the P1estinians what H!tler wanted to do to the Jews! Guess what that makes them? https://t.co/K1g4KD6vVv;c
04/09/2024;The message to 1sr@el is very clear: Get out of P@1estine it is NOT your country. https://t.co/ZkcbEaARLG;c
06/04/2025;From the river to the sea Israel will be free ( from their existence);c
06/04/2025;Ummah needs to deal with Zionistss quickly for Palestine with whatever power and tools available with you. Ignore your coward and traitor leaders.;c
14/10/2024;N @z1 1sr@el is burning P@1estinians alive. N@z1 Germany put Jews in gas chambers. If 1sr@elis are bothered by being called naz1$ then they shouldn't act like n@z1s or even worse! https://t.co/JQpScmt4xM;c
06/04/2025;Fuck Israel x America;c
06/04/2025;The arc of justice is bending towards the people of Palestine;c
09/12/2024;Israel Ngeb bombs Syria Stop Silent Stop Ignorant Keep Boycott! https://t.co/agjm1z9gw7;c
06/04/2025;Expel the Israeli Ambassador. Boycott Israel. Arms embargo to Israel now. Call upon the @UN @CIJ_ICJ and @IntlCrimCourt to act now. Justice delayed is justice denied.;c
01/05/2024;Hey zionists It's PALESTINE 🇵🇸. Israel is an imaginary state https://t.co/ALJQoA8IpS;c
06/04/2025;The scale of terror Israel has inflicted is beyond anything else in human history.;c
03/12/2023;@HananyaNaftali Israel Defense Forces are the worst you got the point dude;c
21/06/2024;The Republic of Armenia officially recgnizes Palestine as an independent state. 🇵🇸 https://t.co/6N5FUdoxzo;c
26/06/2024;The ongoing bombardment of Palestine is intensifying daily bringing even more destruction and suffering. Citibank's partnership with Israel plays a direct role in supporting the genocide in Gaza. https://t.co/PizVo9HRbH;c
06/04/2025;@changeme711 @SilentlySirs It DOESN'T Matter Fucking Israel Are KILLING PEACEKEEPER'S &amp;c
30/03/2025;1$rael is interested in Piece not in Peace. A piece of Palestine🇵🇸 A piece of Lebanon🇱🇧 A piece of Syria🇸🇾 A piece of Egypt🇪🇬 A piece of Jordan🇯🇴 A piece of Iraq🇮🇶 A piece of Saudi Arabia🇸🇦 https://t.co/YaMiAkjVOc;c
24/09/2024;STUDENTS: In light of Israel's recent attacks on the people of Lebanon join and organize contingents for emergency mobilizations in your locale! As we near one year of genocide on Gaza we are reminded that the United States will continue to allow Israel to violate every norm https://t.co/PlXYwhBzCA;c
06/04/2025;Peter Dutton is the worst thing that happened to Australia. How that racist bigot can be a candidate. What a shame for Australia.;c
06/04/2025;Is this @AlboMP and @SenatorWong the line where you will condemn @Israel @IDF and @netanyahu for the slaughter of these beautiful children or are you still ok with unconditionally supporting Israel? Voters would like to know what it will take for you to finally place sanctions;c
06/04/2025;Israel is the Devil if a Devil exists JFC!!;c
18/01/2025;MASS MURDERERS. PURE AND SIMPLE. ISRAEL IS AN ABOMINATION AND PARIAH STATE OF OUR TIME. The Zionist project propped-up by US UK and EU will never be legitimate ever again. As unapologetic purveyors of genocide Israel as a political entity will never be welcome again as a;c
06/04/2025;buried alive with their feet bound . Does Israel have the right to commit War Crimes? @Keir_Starmer are you still offering Israel your unconditional support? #GazaGenocide #WarCrimes #TheHague;c
13/01/2025;THIS IS THE SICK SADISTIC STATE OF ISRAEL - IT S ALREADY BEYOND THE PALE.;c
13/12/2024;repost from @GUPS_SFSU on IG DIVESTMENT IS NOW PERMANENT. FOLLOWING OUR ENCAMPMENT PROTESTING SF STATE'S COMPLICTY IN ISRAEL'S GENOCIDE OF THE PALESTINIAN PEOPLE SF STATE DIVESTED FROM LOCKHEED MARTIN CATERPILLAR LEONARDO AND PALANTIR. AS OF TODAY THESE WINS WILL NOW BECOME https://t.co/9oSXxdZbyl;c
06/04/2025;Israel has repeatedly attacked Palestinian children and yet @PierrePoilievre spews Israeli propaganda to demonize to UN relief for victims of Israel's decades-long apartheid and genocide. He lacks the moral compass to lead the nation and will prioritize Israel🇮🇱 BEFORE Canada🇨🇦.;c
06/04/2025;Israel: we're not withholding humanitarian aid. Reality:;c
13/11/2023;Netanyahu is continuing with the strategy that led Israel to the abyss: pushing the PA into a corner in order to shoot down any option for a two-state solution collaborating with settler parties and setting the region on fire | Haaretz Editorial https://t.co/dPetYXMAxQ;c
06/04/2025;The list of Israel's lies are just too numerous. Yet some people would still back Israel. Even as it intentionally murders children &amp;c
06/04/2025;Keep opening your big mouth 60 minutes your time is short you're mocking God those who curse Israel will be cursed;c
06/04/2025;@ChazC0nway @EYakoby He doesn't find beheaded babies livestreamed everyday horrifying but he finds a flag horrifying Tells you everything you need to know;c
06/04/2025;i think cultural boycotts of both israel and russia is the right move here;c
06/04/2025;America is such a lark. When innocent Americans are murdered by some weird serial killer they'll deploy all resources to track the person down and stop them. At the same time they and their partner in crime Israel murder innocent people day in and day out. Joke of a country.;c
02/11/2023;Myself and everyone I know comes back disgusted with Israel.;c
06/04/2025;What kind of a scum sadist is it who abuses a little girl like this? Answer: An ISIS/da'ish scum sadist of the zionist so-called free #syria;c
11/10/2023;The Palestinian people are not Hamas. What Israel has done against Palestine has no forgiveness even the God they profess. The extermination of a poor nation and looted in the 21st century without the ability to defend itself is an unimaginable crime. #PajaSineunderattack https://t.co/j0kkw5l735;c
10/04/2024;@JordanSchachtel If you're honest you'll admit that every single Palestinian Christian or otherwise lives in the State of Israel. There is no true autonomy. As for the ones in the West Bank and Gaza? Israel is exterminating them.;c
13/10/2023;Local Local Pashtuns of Waziristan Pakistan promised to travel to Palestine join Jihad and fight the Israeli forces. They say they are ready to sacrifice everything and need no support or help from anyone but Allah. In addition https://t.co/67684zmhti;c
06/04/2025;Palestinian foreign ministry condemns the death of Omar Rabea calling it an extra-judicial killing amid ongoing violence in the West Bank ⬇️ https://t.co/FQfzIeeMVD;c
24/08/2024;More than a thousand Palestinians support the concept of Islamic Isis who like to cut the head of non -Islamic people and refusing to change to Islam and will enforce the law of Shariah. I think you are looking for a dead. After a while, we will see Woke and the Palestinians wave the isis flag.;c
06/04/2025;Israel intentionally targeted and bombed the journalists tent in #KhanYounis.;c
13/05/2024;ENCAMPMENT AT TU EINDHOVEN Students have occupied a part of TU/e campus to demand that their university cut ties with Israel. Join the students now! Bring tents sleeping material food and water Follow @ eindhoven.encampment on Instagram for updates;c
06/04/2025;Imagine a government not liking what you post online so they bomb your house. That s what Israel has been doing to journalists for 550+ days straight and has killed over 211 journalists so far.;c
03/08/2024;@mishtal Israel is anything but democratic. It s a settler colonial apartheid state and everyone who claims otherwise should go back to school. Israel is the #1 problem in the Middle East. Erase the red dot!;c
01/05/2024;Palestine Israel conflict concerns about 1 per thousand of humanity. That 1. May Demo fully fixed on it: completely reality. Reason: replacement nationalism and hatred of only Jew. State. For freed world society without nation anti -Semitism and racism! #B0105;c
06/04/2025;Funny I used to hate Candace but her return to reality and the way her humanity shows in the face of Israel slaughtering babies children and mothers daily she s become watchable to me. Life s strange like that!;c
08/10/2023;Israel is not just another random state in the Middle East . It s a rogue state. An international hub of criminals. A master of subversion sabotage and manipulating Western politics. Its end would be nothing but a blessing for the West.;c
03/11/2023;The pal3stin3si, on the other hand, do not have the luxury of escaping because the edges are full of soldiers ready to kill them and the only airport they had been destroyed in 2001 2002 and then 2004 by - Guess who? The Isra3lians !!;c
26/06/2024;REVIVE THE BOYCOTT MOVEMENT In the early years of Al Nakba the Arab League's boycott pressured the US to limit arms supply to Israel. It's time to reinvigorate a comprehensive global boycott and hold these financial institutions accountable.;c
22/06/2024;June 18 marked the commencement of the 56th session of the Human Rights Council. The same UN experts monitoring Israel s brutal occupation and genocide in Gaza are now looking into the human rights violations of US college students for protesting that genocide. We will not be;c
14/12/2023;The letters on the table: Israel does not want the solution of two states. He wants one of his from the river to the sea. With the land of Palestine but without its population.;c
13/05/2024;Jonathan: Free free Palestine! Sumayyah: Over 40 000 Palestinians killed by Israel. Say what: Free free Palestine!;c
12/05/2024;Demands from the Duke students flyer: We call on Duke to DISCLOSE its financial investments in Israel DIVEST from companies profiting from the occupation of Palestine BOYCOTT academic partnerships with Israeli universities and SPEAK in favor of an immediate ceasefire.;c
07/10/2023;I am reading and talking to those who live in the region the Palestinians attacked Israel in a cowardly manner shot the elderly at the bus points entered homes and shot families hijacked elderly vilified corpses and are now advertising Barbarie that;c
15/10/2023;War criminals. The Israeli army ordered 1 1 million Palestinians to leave their homes and then killed many of them while trying to follow that impossible order.;c
06/04/2025;Nothing scares Israel more than the camera and the truth. Since the ceasefire they ramped up their targeting of journalists and today the targeting of a tent where journalists gather near the Nasser Hospital.;c
08/08/2024;Israel torture and kills the Palestinian prisoners Israel kills the Palestinian children Israel Bombarda Hospitals Schools and Universities and humanitarian offices Israel wants the extinction of the Palestinians #israel is a #terrorist state who supports them is an accomplice #sionismonovonazismismo;c
04/01/2024;Israel practicing a genocide in Palestine since October and the Daesh revives in the area attacking Iran. No one expected less from Mosad.;c
08/11/2024;@Davidparenzo @poliziadistato but you are silently mute. The only two -state solution is with Palestine 1 and Palestine 2. We do not joke a genocidal messianic regime must not exist. Israelis as people must learn equality and respect for human life (those;c
20/11/2023;@Israel Palestine has the support of the world behind it it shall never crumble;c
15/11/2023;@Israelinspanish not in response Israel is determined to end all the Palestinians and occupy their territory to finally fulfill the Zionist dream from the river to the sea better tell it well;c
28/05/2024;ALL EYES ON RAFAH https://t.co/aKOkyzEy25;c
06/04/2025;Rafah existed for over 3 300 years. It was wiped off the map by a settler-colony that has existed for just 77 years.;c
01/06/2024;REVOLT FOR RAFAH Join Palestinian students supported by the wider community at Columbia at a the new Gaza Solidarity Encampment. We are outraged by Columbia s complicity in the killing of our people in Gaza and most recently the massacre in Rafah. We are equally outraged https://t.co/CtagSRTKeK;c
26/05/2024;ALL EYES ON RAFAH https://t.co/P0JmZwoE8z;c
28/05/2024;all out for Rafah https://t.co/WRLla8ShU7;c
06/04/2025;Forgive me mum. I swear I only accepted this path to help people. O Lord accept my repentance. These were the final words of Palestinian paramedic Refaat Radwan before he was executed by Israeli forces in Rafah along with 14 colleagues. #Gaza https://t.co/kwRhiaqycQ;c
06/04/2025;Rafah still exists;c
06/04/2025;A fine line separates being and nothingness. Rafah was. It is no more. Being fades before annihilation. Israel justifies its genocide through the defense of being of abstraction. The politics of bearing witness must begin with living. Palestinians live. Their lives are precious.;c
06/04/2025;Queues of food and aid trucks abandoned on the Egyptian side of Rafah. Israel has imposed a total blockade on Gaza for over a month. https://t.co/zrFKN616oq;c
06/04/2025;The Rafah city and governorate don t exist anymore. Rafah has been completely erased and destroyed. Israel destroyed over 90% of homes and leveled more than 20 000 buildings and over 50 000 housing units. It wiped out 22 of 24 water wells and disabled most of the water https://t.co/kvgUVIoCUB;c
07/05/2024;ALL OUT FOR RAFAHThe people of Gaza already displaced and forced into Rafah are being backed into a corner. There has never been a more critical time to throw pure right against the war machine. All out for Rafah escalate the Student Intifada 🇵🇸 https://t.co/Umlg3rpbKG;c
30/05/2024;Guys look at Mom, you can't use all eyes on Rafah, so discreenshot btw don't stop talking about Palest1ne! https://t.co/ACS56BMBTX;c
30/05/2024;guys mending kalian semua banjirin instagram nya pake ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH https://t.co/H6jHFTh8fH;c
06/04/2025;Protest Program by Jatiyatabadi Chhatra Dal Against Israel s Brutal Genocide in Gaza and Rafah Expressing solidarity with the martyrs and the injured in Palestine and supporting the global campaign The World Stops for Gaza on April 7 2025. April 8 2025 at 10:30 AM https://t.co/Rae8HRFZjK;c
04/05/2024;Gaza is the compass of our struggle and Rafah is the North Star of the Student Movement. All that we do on campus we do for the people of Palestine. We will not stop until full divestment! We will not stop until Palestine is free! https://t.co/i7RdEVxQnm;c
10/03/2024;ALL EYES ON RAFAH Last month Israel threatened a ground invasion of Rafah by Ramadan. This week Netanyahu renewed his vow to invade Rafah. Ramadan is quickly approaching and a ground invasion of Rafah is LOOMING. WE MUST ESCALATE PRESSURE. https://t.co/3dRMbkB73Y;c
09/05/2024;be fearless for Rafah;c
06/04/2025;@LBC Just like the mistake of burning people alive in Rafah. The mistake of slaughtering 7 international aid workers from World Central Kitchen. The mistake of gunning down starving civilians sprinting toward food at aid trucks. The mistake of executing t;c
05/03/2025;@YBpita @WardRaptors991 @Patpadraig @itamar_green You insult me because I pointed out that you don't know Israel controls imports from Rafah.;c
02/04/2025;@peedoffaussie @StruanCumming @elderofziyon @Helyeh_Doutaghi Israel controls all imports and who passes the rafah border as part of the 2007 deal. If you even bothered to spend 2 mins reading the rafah wiki your know that. What else don't you know?;c
14/02/2025;@asdfghhjknb @DeaugustineRock @EsmondChrist_ @DanBurmawy If you just googled the Rafah border crossing you'd know that Israel has control over what goes in and out;c
19/03/2025;@Michaelzioo1 You clearly have never been to the Rafah border before. I have. Israel controls it;c
06/04/2025;We urgently appeal to the international community United Nations agencies and all humanitarian organizations to assume their legal and moral responsibilities. We also demand immediate action to: Pressure the occupying army to withdraw from Rafah Governorate to enable the;c
06/04/2025;10 months ago Keir Starmer said the Rafah offensive should not take place . Israel has destroyed Rafah and not only did Starmers government take no action against the Israeli regime they have continued supporting arming and assisting it. https://t.co/zTfng5xP2r;c
06/04/2025;There was once a city called #Rafah This is not a war This is Genocide #GazaGenocide https://t.co/6UMsnSCLhA;c
11/03/2025;@ChrisDr55269105 @georgegalloway What wall? Google 'the blockade of Gaza' and educate yourself. It's crazy that you think Egypt controls the Rafah crossing when Israel is the one who approves imports and exports from Rafah. How do you not know that?;c
05/03/2025;@YBpita @WardRaptors991 @Patpadraig @itamar_green Because if you even knew the basics of the situation you'd know that the Rafah crossing is controlled by Israel not Egypt as part of the 2008 deal.;c
24/03/2025;@newbitkaoz @SdOldschool @mehdirhasan Strange that you don't know rafah is controlled by Israel as part of the 2007 deal. It's literally on the Wikipedia page first paragraph. What else do you not know?;c
06/04/2025;My grandmother was born in Rafah her sister worked in Al-Shifa Hospital their health has been going downhill since the ground invasion of Gaza I can't quite imagine how that feels for them Al-Shifa now is little more than a charred building and a mass grave all of Gaza is.;c
06/05/2024;NYC URGENT CALL FOR MOBILIZATION: CITYWIDE DAY OF RAGE IN DEFENSE OF RAFAH 🇵🇸Take to the streets to resist the invasion! ️Monday May 6th Hunter College: 68th St. &amp;c
19/03/2025;@yur10 You are lying Israel controls who goes through the Rafah crossing and there is no right of return.;c
23/10/2024;@JustinPowe60808 @green_isab98444 @Keir_Starmer @AngelaRayner You think Egypt controls the Rafah crossing? Google it. You'll see that Israel controls it as part of a deal in 2006. Besides why should Egypt take refugees? Why not just let them live outside ;c
30/05/2024;ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #. RafahUnderAttack‌ #. GazaGenocide‌ #. AllEyesOnRaffah;c
08/05/2024;We need to be willing to risk everything for Rafah;c
30/05/2024;ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #..RafahUnderAttack‌ (cont..);c
06/04/2025;@bukumoneycash @RickyHale_ No Israel hasn t been around longer than Rafah. Rafah s history goes back over 3 300 years to around 1300 BCE while modern Israel was founded in 1948 making it 77 years old. As for the hostages taken by Hamas in October 2023 not;c
06/04/2025;@israelnewspulse @RickyHale_ Hey @RickyHale_ your post has some issues. Rafah s over 3 300 years old true but it hasn t been wiped off the map. It s damaged from recent conflicts yet still stands with people living there. Calling Israel a settler-colony i;c
06/04/2025;Deir al-Balah is one of the least destroyed cities in Gaza and home to a massive percentage of the displaced population. I fear their intent is to raise it like Rafah. @SenatorWarnock @ossoff this is what you voted to continue when you voted no on the arms embargo last week.;c
02/04/2025;@peedoffaussie @StruanCumming @elderofziyon @Helyeh_Doutaghi Yes Israel control the rafah crossing. Google it. Idiot;c
06/04/2025;What does it take to bury a child beneath rubble and still call it justice? Her name was Alia. She was 6. She died in Rafah crushed under her home while holding her baby brother. Since October 2023 over 58 000 Palestinians have been confirmed killed. But when you include the;c
06/04/2025;Israel has wiped the city of Rafah off the map. Over 3 000 yrs. old first recorded mention of it was in 1 303 BCE. Rafah had a population of 171 889 and as recently as February 2025 1.4 million Palestinians were sheltering there. The world does nothing. https://t.co/AhUTPIFSPl https://t.co/LWYlHkLO64;c
06/04/2025;Will anyone face justice for the Rafah ambulance convoy attack? https://t.co/DWkjHV2ft2;c
06/04/2025;The 'red line around Rafah' will go down in history as one of tge great deceptions and crimes of the century. All I know is that while what it was is lost it will stand again.;c
06/04/2025;Rafah has fallen northern Gaza lies in ruins and the world has grown numb to the cries. What was once vibrant is now shattered and yet the silence of the world is deafening.;c
06/04/2025;Journalists: this is a substantial change. Israel just claimed Rafah as part of its buffer zone. Please compare the buffer zone (white) to this displacement order from 31 March. https://t.co/6q0uq9mWMv;c
06/04/2025;Rafah 'wiped off the map' by Israel's ethnic cleansing campaign https://t.co/EEFW6l7hCC;c
02/04/2025;@rego60733 @SDD1962real @Omar8Quinones How? Anything that passes through the rafah border is approved by Israel since 2007.;c
06/04/2025;After wiping Rafah they now seek to mirror that in Deir al-Balah.;c
06/04/2025;Israel changes story on Rafah medic killings says 'will probe' https://t.co/MzAh6JZzNG;c
06/04/2025;Is Deir al-Balah about to look like Rafah? Some will say absurdly and hatefully that Hamas is to blame. Please spare me. #Israel is going to do this throughout #Gaza whether #Palestinians fight back or not. The last 18 months (and 77 years) have made that abundantly clear.;c
11/05/2024;POPULAR UNIVERSITY FOR GAZA 🇵🇸 DISPATCH (5/10/2024)🇵🇸 Images from Rafah and across occupied Palestine flood our screens with fresh horror mangled babies bodies crushed under concrete some vaporized by US-made bombs. (1/8);c
08/05/2024;Tonight students and community members across Turtle Island are holding the line and defending their encampments from riot police Encampments need strong numbers and community support from 9pm-6am when raids are more likely to take place ALL OUT FOR RAFAH!;c
06/04/2025;Contact @TF7_AAWLA immediately if you can help provide a tent for a family of 8 in Rafah.;c
06/04/2025;What happened to the medics in Rafah is not an isolated incident it is part of a systematic targeting of PRCS staff and volunteers in the #Gaza Strip.;c
06/04/2025;Rafah was Genocide Joe s red line. It was just declared wiped off the map by Israel. None of what Trump is doing in Palestine would be possible without Joe and Kamala s unwavering support and complicity. Different colors same monster.;c
01/04/2025;@zeki0970 @LAAk212 @cutieyahudi No the rafah border is closed and the red cross has confirmed it cannot even get cancer patients out. You are lying and we can all see it;c
06/04/2025;Truly fuck Egypt wow Israel is trying to negotiate in good faith to open Rafah to let out Gazans that want to leave and Egypt responds by putting up concrete barriers?!;c
06/04/2025;Director of Medical Supply at the Civil Defense in Gaza: We do not have any ambulances in Rafah and the central region. We cannot find water to fill firefighting vehicles.;c
06/04/2025;What's wrong? What's the reason? The Egyptian army is closing the gates of the Rafah crossing on the Egyptian side... with a tall concrete wall for the time being. https://t.co/i3HXHzdXTb;c
06/04/2025;We hear you Hind and we see what they're doing. israel are trying to erase the southern Gaza Strip like they are trying to erase the north. Also further isolating Gaza from Egypt and the Rafah crossing. Read more below https://t.co/GJGdkk1qYQ;c
08/05/2024;More importantly students should understand that getting suspended for escalating for Rafah is a) Honorable b) Nothing in comparison to the experience of students in Gaza where the IOF has destroyed every single university;c
06/04/2025;They are bombing Rafah with new terrifying missiles and we in Khan Yunis are terrified by their sound. Scary thoughts come to our minds about what if we are next. Please I ask the world to stop this genocide. We are human beings;c
06/04/2025;-Let Bangladesh stand still tomorrow in G@za's sorrow at G@za's call.!;c
14/01/2025;There are journalists ..... and journalists. The first with a capital G are those who do not let themselves be intimidated by the #Sionist threats and intimidations. In #report there are no eyes from #gaza 🇵🇸 https://t.co/7fnmvkglnj;c
09/04/2024;"Today's Mainichi Shimbun has an article in which citizens are showing their wills around the country in opposition to the ethnic cleansing of Gaza. A reporter contacted me that all the notations that had once been turned into ""battle"" were converted to ""Invasion of Gaza."" Each person's position changes one step at a time. Let's stop it. https://t.co/dDbcO65kwN";c
06/04/2025;#Gaza #GlobalStrikeForGaza Noone can erase G@za . No matter what israhell do.. remember this.. Gaza is alive Gaza will be alive. Gaza will be free Our Palestine will be free.. insha'Allah insha'Allah insha'Allah https://t.co/d4ZW9yDuqd;c
06/04/2025;GZ THE GREAT 8;c
29/10/2023;|#Journalists in Gaza call for a prayer for the resistance fighting the invaders.;c
06/04/2025;Please keep supporting the @sameerproject and @translatingpal's efforts to to get our brothers and sisters in G@za water The need is so so incredibly great Please keep sharing and donating THEY NEED US;c
06/04/2025;WTF is Israel doing? Just fucking l#vel G*za.;c
06/04/2025;G*za Rafah has been empty there is no one alive.;c
06/04/2025;Pakistan was a nuclear power yet it couldn't provide to P*lestine. Egypt had Nile river but G*za died of thirst. Saudi Arabia and UAE had oceans of oil but G*za hospitals and ambulances had no fuel. Muslims had soilders missiles fighter jets. Yet none of it could reach G*za.;c
06/04/2025;Last update : No need of food in ganja oxygen is needed. Media personnel around the world are banned from entering G*ja Aljajera CNN NBC give ultimatum to all journalists to leave G*za by IDF (isr*ael Defence force ) https://t.co/VdBjLEiLWk;c
06/04/2025;The foot stinks & amp ;c
06/04/2025;Hey @grok do you support whatever happening in G a za?;c
28/08/2024;Finding the opportunity in the impossibility ... A doctor in Gaza tried to save a child's life with a telephone light https://t.co/nlujustbz8;c
06/03/2024;There has been a genocide in Gaza for 153 days! 14 thousand 622 children and 8 thousand 896 women who have no crime trying to do their job only 132 journalists who were detached from life do not forget 40 thousand innocent people killed in 153 days! GZT Video Editor @suleeturk Prepared https://t.co/87gabbcuok;c
14/12/2023;Activists gathered to organize a support for Palestine in Australia protested Zara, who made fun of the civilians massacred by Israel in Gaza;c
06/04/2025;It will be remembered Muslims had over 5 million soldiers heavy art!llery m!ssiles f!ghter jets but none of it could reach G*za to provide aid. #PalestineUnderAttack;c
29/08/2024;Every street where beautiful memories pass, every street has returned to a pile of debris every street.;c
18/11/2023;Is the persecution in Palestine decreased or is it trying to make us feel like that? GZT Editor -in -Chief @dggezer tells #zionistcensorship https://t.co/m3tbaphe7h;c
10/12/2023;Why is Zara, who made fun of the Palestinians with the visuals he has shared, is not innocent? #Brand days https://t.co/8qx1b87ati;c
